ID,month,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,Crop,class
ID_T5p7Pf_Feb,Feb,2459.1733,2122.2388,1991.4802,1670.5013,1999.2053,3389.0032,4039.62,3794.0757,4442.0938,1310.2495,2813.6936,1726.2461,Palm,2
ID_D0GEo8_Feb,Feb,2504.976,2122.1438,1874.7285,1618.8927,1672.7986,2177.125,2439.3918,2254.4944,2538.7158,1157.0558,1633.8743,1266.81,Palm,2
ID_GBz0DR_Feb,Feb,3205.2437,2846.7346,2678.4902,2511.1277,2652.509,3410.1177,3836.5605,3533.1611,4103.9614,1523.577,2863.6904,2128.8308,Rubber,3
ID_flGTr2_Feb,Feb,2543.0957,2208.7808,2076.3284,1772.2722,2064.7651,3449.9084,4129.753,3871.9443,4520.483,1321.6632,2834.8313,1753.4718,Rubber,3
ID_cIRXFk_Feb,Feb,4057.8115,3696.7463,3635.3599,3619.358,3741.8267,4753.6265,5334.9,4893.5635,5720.002,1608.722,4306.5254,3029.8992,Rubber,3
ID_OnlNF8_Feb,Feb,2871.1973,2494.6514,2353.2483,2116.685,2372.2546,3477.2915,4033.8716,3716.8413,4391.616,1341.9896,2913.7205,1982.8281,Rubber,3
ID_68ne5Y_Feb,Feb,2514.4978,2198.8765,2068.6,1828.022,2169.337,3269.9587,3810.7285,3599.1365,4229.5615,1303.993,3091.604,1951.0966,Rubber,3
ID_oyvTII_Feb,Feb,2583.556,2233.816,2044.6832,1749.2576,1940.5717,3009.1072,3555.3643,3327.671,3852.6912,1263.3597,2480.6047,1597.4543,Palm,2
ID_1NaZYZ_Feb,Feb,5319.4375,5452.518,5369.1436,5515.701,5492.94,6431.01,7095.0435,6712.182,7497.7876,1961.644,5437.321,3887.1196,Rubber,3
ID_vJlQuK_Feb,Feb,2663.849,2309.0671,2178.272,1848.5623,2188.063,3749.7651,4479.449,4153.924,4874.2095,1369.7659,2844.4717,1786.8424,Rubber,3
ID_2qCuB7_Feb,Feb,6263.5728,6636.5444,6487.1694,6712.7197,6691.1187,7336.666,7802.887,7598.9043,8092.819,2771.1665,6004.6406,4304.622,Palm,2
ID_Lxoxdp_Feb,Feb,2724.7727,2416.3215,2179.4233,1960.7278,1997.3618,2469.4602,2735.8032,2551.6052,2880.6814,1193.6448,1935.822,1450.9034,Rubber,3
ID_qsFIhv_Feb,Feb,2458.0588,2136.631,2002.9698,1684.2523,2010.8446,3417.3047,4055.662,3824.247,4446.8853,1322.7805,2815.8025,1729.3583,Rubber,3
ID_HazZJp_Feb,Feb,4586.0747,4377.012,4338.7466,4472.164,4555.462,5385.1577,5947.8086,5481.009,6362.3975,1714.1826,5006.246,3703.2214,Rubber,3
ID_BLtQpi_Feb,Feb,2958.2534,2744.5693,2522.8613,2302.9634,2386.7844,3056.8594,3411.588,3245.0142,3612.034,1280.4683,2585.3625,1852.5409,Rubber,3
ID_dlFpp5_Feb,Feb,2523.6936,2208.5962,2091.1853,1799.1349,2161.168,3474.4958,4098.5977,3847.3552,4523.83,1326.7136,3023.475,1871.466,Rubber,3
ID_TjBMCa_Feb,Feb,2473.4119,2135.934,1999.0984,1693.2169,1990.542,3342.2605,3988.476,3734.9534,4362.288,1300.88,2753.0283,1712.0643,Rubber,3
ID_HaKvw7_Feb,Feb,5592.959,5665.303,5613.3086,5873.5796,5765.338,6528.0986,7152.986,6638.261,7548.2354,1898.6882,5769.4604,4289.5366,Palm,2
ID_zUzVDf_Feb,Feb,4108.631,3947.2454,3883.8748,3862.175,4051.6462,5124.4336,5735.068,5345.4507,6165.5225,1667.1395,4667.283,3349.674,Rubber,3
ID_RgZ1V0_Feb,Feb,2504.955,2177.3035,2030.722,1727.9808,2019.7646,3313.1833,3900.9644,3640.3499,4235.999,1283.2076,2663.1406,1680.8796,Rubber,3
ID_RRekft_Feb,Feb,2479.4915,2146.913,1949.5586,1695.0653,1856.181,2612.7913,2977.735,2792.887,3189.3123,1215.0865,2197.9565,1526.8989,Rubber,3
ID_xd5iN8_Feb,Feb,3106.8838,2848.8516,2703.7104,2508.1367,2642.0972,3930.2317,4628.574,4362.661,4992.6533,1395.0991,3429.1487,2319.946,Palm,2
ID_uZ0utB_Feb,Feb,5529.044,5653.1064,5584.9395,5821.143,5697.03,6443.4204,7052.053,6599.8755,7434.8525,1846.7367,5636.4927,4162.178,Palm,2
ID_PhrePH_Feb,Feb,5485.1025,5732.0317,5533.077,5600.9624,5615.5977,6333.688,6814.3906,6636.7896,7106.5776,2455.033,5331.1943,3811.5383,Palm,2
ID_nFAt1k_Feb,Feb,2461.4175,2130.2122,2005.9673,1708.215,2039.9247,3353.9814,3974.326,3745.7231,4388.0713,1310.6609,2953.3164,1833.4257,Rubber,3
ID_PnRzlZ_Feb,Feb,3366.513,3160.532,3076.6082,2925.8467,3169.661,4520.494,5234.1055,4883.9517,5696.401,1457.794,4278.1035,3018.246,Palm,2
ID_Op71W5_Feb,Feb,2929.782,2594.8862,2377.9578,2189.7017,2238.7664,2732.507,3007.4463,2778.6614,3148.6824,1282.5663,2220.7932,1734.2415,Rubber,3
ID_NrXMvc_Feb,Feb,2475.5962,2153.2522,1990.4625,1693.3967,1933.6282,3011.8965,3481.7312,3297.7156,3771.5493,1268.6298,2507.7048,1635.719,Rubber,3
ID_nGdzgI_Feb,Feb,5696.6484,5557.5386,5505.7847,5785.5654,5720.6455,6279.5923,6749.65,6148.8755,7065.9976,1979.5328,5210.514,3730.4663,Rubber,3
ID_B8v69Q_Feb,Feb,3151.5925,2849.3123,2706.7424,2501.6267,2736.9524,3955.7458,4581.046,4283.726,4973.3047,1442.4802,3426.2837,2341.9954,Rubber,3
ID_op89GQ_Feb,Feb,2594.1008,2310.081,2186.1965,1905.1572,2258.9912,3510.069,4099.287,3867.7766,4519.243,1326.7532,3083.5906,1934.4976,Rubber,3
ID_GlrFJU_Feb,Feb,2529.1558,2217.4944,2080.507,1790.9857,2097.9253,3224.59,3759.9912,3537.6052,4127.5815,1290.1476,2775.9058,1762.7493,Rubber,3
ID_APPF1i_Feb,Feb,7222.7495,7496.3813,7467.9663,7937.3013,7840.8994,8410.613,8935.237,8445.678,9260.835,2816.2896,6632.5728,4673.9966,Rubber,3
ID_Kw0DrV_Feb,Feb,7179.1094,7298.6743,7192.8335,7568.5044,7526.6177,7978.9966,8383.998,8005.0303,8628.361,3264.0293,6515.434,4766.1973,Palm,2
ID_33Fplb_Feb,Feb,5618.0337,5809.4194,5605.7847,5708.579,5622.235,6103.107,6471.88,6242.29,6650.831,2262.519,5135.5723,3857.5686,Rubber,3
ID_PlZwaI_Feb,Feb,2853.8594,2465.459,2320.2463,2075.0388,2331.008,3432.8884,3983.525,3676.2039,4336.757,1335.0345,2861.1968,1946.5706,Rubber,3
ID_bILZys_Feb,Feb,4162.534,3972.8447,3921.5725,3996.5571,4106.7734,5028.4585,5643.997,5224.5986,6099.863,1603.3257,4964.6655,3670.1418,Rubber,3
ID_p1I4Cm_Feb,Feb,2521.843,2192.2273,2023.3829,1754.8251,2015.0261,3037.6724,3536.2583,3311.8755,3871.2166,1271.7993,2575.0408,1674.827,Rubber,3
ID_A8Y9fJ_Feb,Feb,2557.1853,2264.2937,2101.153,1811.316,2016.3134,2989.1772,3435.0095,3276.0007,3725.0186,1261.1622,2596.5056,1712.3799,Rubber,3
ID_1FAvfr_Feb,Feb,2581.0115,2229.9868,2038.08,1742.108,1927.3937,2938.8481,3452.6743,3234.4214,3733.491,1255.2241,2396.6194,1568.2987,Palm,2
ID_z572cD_Feb,Feb,2692.6768,2378.938,2268.7065,2044.5441,2356.0203,3569.8916,4178.2534,3906.2026,4587.952,1339.7032,3306.1987,2134.1726,Rubber,3
ID_bsE1xS_Feb,Feb,4685.888,4908.029,4728.5537,4709.8315,4786.7603,5634.5996,6137.379,6005.9224,6442.6016,2126.368,4894.9126,3504.3018,Rubber,3
ID_BA4EA5_Feb,Feb,2592.6716,2266.0957,2158.875,1861.7516,2182.6248,3774.2515,4595.0464,4298.052,5040.018,1357.9677,3141.1497,1922.2853,Palm,2
ID_gciA6w_Feb,Feb,3316.872,3114.2542,2995.0203,2859.3145,3024.788,4179.458,4829.6216,4523.3047,5231.5435,1428.624,4038.9885,2842.3806,Palm,2
ID_Uk3VeP_Feb,Feb,4583.0586,4475.379,4427.2397,4552.678,4559.4077,5478.7837,6061.469,5597.2124,6433.6846,1647.9081,5280.184,3971.8835,Rubber,3
ID_D55NH2_Feb,Feb,4201.963,4102.8257,3983.1772,4034.6235,4048.16,4715.3296,5177.2114,4799.6206,5489.75,1548.8466,4543.047,3487.3604,Rubber,3
ID_SLY2fE_Feb,Feb,2542.2515,2240.9968,2109.7112,1870.8081,2172.428,3239.2817,3793.9138,3608.7773,4220.842,1304.3425,3164.133,1976.8673,Rubber,3
ID_PKgMjg_Feb,Feb,7120.339,6953.7,6957.762,7364.433,7360.146,7953.976,8475.127,7839.992,8798.84,3169.1833,6475.003,4837.8364,Rubber,3
ID_FNliXW_Feb,Feb,4433.1997,4224.929,4175.487,4279.859,4356.5273,5157.857,5713.862,5273.4097,6122.455,1655.5021,4873.459,3642.157,Rubber,3
ID_NciC5Y_Feb,Feb,3308.2307,3240.2915,3060.7747,2837.547,3044.7317,4229.779,4849.067,4679.415,5246.706,1590.293,3794.4832,2513.1099,Palm,2
ID_AAlTzr_Feb,Feb,2998.3252,2819.4045,2670.2554,2469.9854,2698.814,3729.3145,4259.549,4037.943,4613.6274,1359.1241,3439.6243,2345.3433,Rubber,3
ID_3mvCTp_Feb,Feb,5405.339,5116.3765,5143.7817,5388.8477,5465.4214,6328.4873,6901.773,6314.97,7306.5176,2076.6816,5179.1274,3641.6655,Rubber,3
ID_om7jul_Feb,Feb,6380.0566,6663.7896,6583.0728,6894.6143,6791.6753,7329.454,7796.7827,7430.688,8071.1006,2399.3577,5729.8633,4081.501,Rubber,3
ID_N2QCWa_Feb,Feb,8425.962,8723.6045,8829.202,9508.935,9275.554,9869.922,10472.692,9808.183,10849.141,2950.4663,6898.9033,4659.104,Rubber,3
ID_SWKK78_Feb,Feb,3310.8167,3080.2034,2962.386,2830.1453,2995.1484,4130.68,4772.1543,4453.1865,5164.2676,1424.8435,3972.249,2808.8694,Palm,2
ID_4jyd3F_Feb,Feb,2520.8235,2208.3142,2109.6804,1779.6682,2174.8523,3540.2021,4177.1826,3933.3577,4640.5415,1331.4003,3077.0835,1871.6144,Rubber,3
ID_rFNkKW_Feb,Feb,4125.1714,3915.9321,3876.9841,3880.3242,4037.9465,5298.538,6002.39,5553.229,6468.172,1607.8959,4911.815,3504.3997,Rubber,3
ID_zQ59WD_Feb,Feb,2456.0261,2136.5457,2009.8839,1689.4064,2063.1404,3483.665,4115.242,3854.712,4493.2656,1315.1876,2857.6748,1776.7036,Rubber,3
ID_KZVilL_Feb,Feb,2473.226,2144.2346,1970.7285,1682.2896,1907.837,3076.7405,3618.4941,3394.675,3894.5063,1267.1665,2408.7817,1570.1526,Rubber,3
ID_25mheY_Feb,Feb,2558.7898,2194.9797,1945.1132,1701.7065,1741.6613,2201.278,2444.7043,2261.2673,2534.6797,1172.9332,1665.7748,1314.2983,Palm,2
ID_ixj4Am_Feb,Feb,5276.167,5075.5005,4978.956,5179.084,5123.209,5722.806,6208.4297,5656.0786,6504.858,1919.8682,4736.2417,3448.0186,Palm,2
ID_B3dsJg_Feb,Feb,2462.9685,2139.6924,2001.9535,1694.1407,1986.9111,3111.8228,3627.6252,3434.8965,3969.9092,1278.7675,2648.4172,1671.4341,Rubber,3
ID_OO3c7d_Feb,Feb,2647.3928,2280.7866,2021.9104,1789.2588,1822.5798,2226.052,2445.4622,2296.691,2527.2388,1232.0927,1686.4087,1379.8344,Palm,2
ID_l6RRna_Feb,Feb,2542.9653,2240.416,2104.1565,1875.1626,2177.4382,3228.939,3776.9465,3590.7424,4200.326,1301.7959,3153.6099,1974.7805,Rubber,3
ID_2c0mNY_Feb,Feb,5946.563,6087.8105,5980.8633,6230.2065,6070.417,6583.2764,7016.469,6590.4297,7274.459,2001.5367,5132.3877,3727.9458,Rubber,3
ID_mwKeFu_Feb,Feb,3275.3423,3149.5212,2946.5981,2731.98,2858.2356,3788.4722,4286.425,4096.0723,4556.3325,1489.7539,3169.0261,2229.3513,Rubber,3
ID_KCnzD5_Feb,Feb,2534.3096,2218.572,2101.9827,1813.0188,2192.9023,3512.141,4141.9146,3905.6938,4599.5522,1328.9062,3106.2065,1896.7705,Rubber,3
ID_UTtdC5_Feb,Feb,2476.9226,2152.9812,2019.1495,1699.9374,2037.6743,3519.0112,4204.51,3959.943,4620.928,1337.6033,2909.7036,1771.534,Rubber,3
ID_fMXsZG_Feb,Feb,3056.0781,2743.8809,2674.5686,2488.8662,2756.4382,4061.045,4691.777,4394.1445,5136.4927,1407.1442,3873.1597,2613.1704,Rubber,3
ID_Ll1bY2_Feb,Feb,2817.2957,2520.7993,2425.3325,2229.1428,2532.5872,3751.8967,4373.3696,4091.7156,4802.424,1367.4307,3597.8574,2356.8374,Rubber,3
ID_5uRj7t_Feb,Feb,4829.7656,4995.1265,4789.0674,4863.0166,4762.832,5126.041,5431.005,5262.1846,5602.643,1839.406,4244.1143,3060.6963,Rubber,3
ID_Uix6Mq_Feb,Feb,4376.2495,4164.222,4111.2603,4204.7515,4286.8354,5093.8926,5648.896,5215.923,6055.417,1643.3014,4814.379,3593.9424,Rubber,3
ID_g62p9n_Feb,Feb,3123.509,2919.0493,2778.9465,2608.3406,2821.371,3807.3555,4330.872,4069.1392,4684.1543,1385.0543,3560.0408,2525.2832,Rubber,3
ID_XdukAQ_Feb,Feb,3051.6675,2776.6782,2591.2239,2403.0608,2507.0728,3363.316,3815.2354,3534.6494,4042.0972,1330.6759,2820.8008,2105.638,Rubber,3
ID_j5ksGi_Feb,Feb,2607.5928,2286.8335,2146.2744,1821.5568,2127.8062,3599.7808,4276.417,4009.1123,4655.316,1326.3679,2802.044,1747.4053,Rubber,3
ID_kEpeFN_Feb,Feb,2486.85,2172.4924,2062.343,1753.1223,2129.8367,3532.3499,4166.0435,3906.7363,4559.1616,1352.8558,2937.0999,1835.5455,Rubber,3
ID_8aIaga_Feb,Feb,5090.857,5064.527,4926.548,5061.84,4986.7563,5520.964,5946.3564,5526.8037,6211.563,1769.1719,4709.048,3371.958,Rubber,3
ID_KIfXT1_Feb,Feb,6819.3633,6695.168,6703.9478,7164.4277,7092.4307,7692.4478,8241.191,7503.0513,8587.354,2520.8223,5931.0356,4197.611,Palm,2
ID_Z2Z6ME_Feb,Feb,3459.945,3411.2742,3209.1008,3007.5598,3140.5337,4132.144,4663.8887,4487.2065,4962.4443,1581.6163,3491.532,2445.7874,Palm,2
ID_Yom011_Feb,Feb,7215.9585,7405.7324,7338.7695,7767.1064,7705.5264,8206.368,8666.148,8234.304,8955.53,3076.8267,6679.8325,4799.1675,Palm,2
ID_P7xJ7N_Feb,Feb,2502.998,2175.5344,1993.909,1705.4952,1882.2549,2761.405,3161.6702,2978.9436,3400.7314,1226.3733,2269.8071,1530.7965,Rubber,3
ID_YjIq8n_Feb,Feb,3052.4272,2736.9766,2610.7437,2450.3684,2655.5798,3532.404,3991.6006,3682.1316,4307.2397,1368.6163,3237.0212,2400.4924,Rubber,3
ID_hKtswt_Feb,Feb,2539.2073,2197.7593,2043.7489,1763.5502,2029.4117,3007.5774,3473.5168,3234.1196,3788.8755,1264.9174,2550.8213,1683.1368,Rubber,3
ID_AmRLdQ_Feb,Feb,6585.287,6877.149,6789.006,7126.383,7080.6675,7656.5796,8136.586,7815.245,8435.017,2785.852,6577.5107,4828.1484,Rubber,3
ID_9yTNoW_Feb,Feb,4549.5127,4487.6714,4252.835,4242.868,4144.927,4528.954,4856.525,4558.4507,5052.7236,1592.4926,3656.1746,2643.1914,Rubber,3
ID_Hh49nW_Feb,Feb,4360.6636,4330.198,4312.2275,4305.747,4445.6904,5480.2896,6151.873,5837.6694,6462.9526,1810.9186,5151.909,3919.395,Rubber,3
ID_eeq5PW_Feb,Feb,3502.8108,3286.206,3149.9907,3092.81,3183.475,3922.129,4370.0454,4050.9036,4651.5156,1419.985,3817.0757,2944.1653,Rubber,3
ID_qieRtz_Feb,Feb,4448.9854,4442.9263,4312.2974,4385.739,4359.7783,5045.065,5532.408,5211.83,5822.8896,1658.2146,4689.9116,3623.901,Palm,2
ID_FRKa0Z_Feb,Feb,2537.8315,2198.885,1950.0247,1699.9089,1756.4675,2232.639,2492.9324,2340.4463,2611.8228,1172.7017,1751.0011,1320.983,Rubber,3
ID_RLQjws_Feb,Feb,2458.2341,2137.2087,2003.9646,1695.0215,2033.6539,3421.6267,4048.9473,3819.5317,4444.212,1324.1726,2876.6125,1780.2461,Rubber,3
ID_jWzODy_Feb,Feb,5480.7515,5667.853,5653.2793,5988.232,5906.2505,6539.96,7081.8755,6650.2397,7503.0957,1873.1042,6257.1797,4704.086,Rubber,3
ID_uCyHeY_Feb,Feb,3437.392,3177.3157,3051.8904,2945.1848,3064.3948,4025.183,4583.1616,4231.1436,4912.3643,1406.6929,3741.251,2768.9893,Rubber,3
ID_v0PMsb_Feb,Feb,3131.067,2949.2576,2756.3425,2581.8982,2666.2402,3373.4983,3740.3853,3550.6018,3937.2058,1390.5098,2849.1853,2063.1812,Rubber,3
ID_R3dHys_Feb,Feb,7085.075,7220.499,7259.3647,7738.336,7547.407,8070.717,8609.658,7977.001,8978.592,2336.9565,6527.176,4652.2104,Rubber,3
ID_HQFIns_Feb,Feb,5370.345,5484.34,5419.178,5634.8774,5521.2544,6290.8545,6902.9126,6472.7544,7288.495,1796.0023,5513.8047,4054.2239,Palm,2
ID_fVDKvS_Feb,Feb,4206.142,4106.17,3981.5752,4026.9478,4037.9766,4709.826,5172.197,4806.087,5484.169,1541.9397,4493.3403,3382.6443,Rubber,3
ID_fpuT8l_Feb,Feb,7038.059,7152.9844,7062.6343,7449.3823,7395.014,7881.5464,8324.837,7868.0444,8601.292,3022.654,6362.579,4559.4517,Rubber,3
ID_EbXCiX_Feb,Feb,3895.4275,3458.1995,3282.3372,3227.5232,3265.7527,3833.163,4214.6406,3796.263,4428.6646,1619.5648,3125.915,2398.7893,Rubber,3
ID_Q71Wr5_Feb,Feb,3071.661,2892.3196,2764.3264,2564.988,2813.8196,3934.721,4506.099,4251.5034,4914.9214,1396.6986,3579.8547,2441.1846,Rubber,3
ID_ZORSge_Feb,Feb,4183.2417,4020.898,3969.636,4093.2722,4141.47,4922.5234,5450.569,5038.358,5781.737,1697.2797,4968.0,3999.291,Palm,2
ID_9Gt9Ah_Feb,Feb,3553.2126,3331.7458,3201.0469,3142.075,3240.855,4023.3718,4491.6914,4161.0015,4785.8774,1427.5402,3875.4534,2966.2837,Rubber,3
ID_7weq1e_Feb,Feb,2459.1018,2137.854,2003.256,1692.8756,2026.7451,3441.0361,4082.3167,3842.5403,4471.2905,1323.7466,2837.1501,1756.2896,Rubber,3
ID_ZK60J9_Feb,Feb,3287.3323,3033.1792,2970.1868,2826.091,3070.1145,4335.617,4955.915,4651.93,5403.6187,1448.7877,4126.2026,2879.075,Rubber,3
ID_xpiViJ_Feb,Feb,2908.3877,2644.3955,2549.017,2285.1128,2616.3823,4162.3237,4916.723,4587.269,5382.494,1396.3296,3658.7131,2377.921,Rubber,3
ID_6Q6Lbe_Feb,Feb,4059.5752,4217.7603,4017.9453,3890.2915,4007.8274,5019.8325,5582.256,5476.161,5928.5366,1866.3853,4394.624,3025.2961,Palm,2
ID_IUtedI_Feb,Feb,2583.293,2227.175,1976.0258,1734.474,1772.2023,2237.6099,2487.6235,2307.249,2580.9697,1179.5994,1707.9573,1338.727,Palm,2
ID_E6GWsJ_Feb,Feb,2470.7646,2159.7178,2014.2303,1771.1932,1984.2164,3183.2869,3802.8918,3585.558,4134.711,1337.3193,2776.0566,1792.6449,Palm,2
ID_lT710L_Feb,Feb,2455.7197,2134.1865,2004.4633,1683.6117,2026.599,3436.2253,4064.751,3829.8113,4454.762,1323.7601,2822.5564,1741.1957,Rubber,3
ID_SyWFlp_Feb,Feb,5052.4277,5262.414,5095.5723,5165.3125,5173.959,5880.159,6354.3013,6166.871,6638.3066,2160.0012,5187.659,3807.1172,Palm,2
ID_huTif0_Feb,Feb,2627.9727,2290.7183,2180.1396,1911.6997,2239.8823,3593.2234,4260.637,4017.0093,4718.7715,1345.8143,3389.5378,2099.8865,Rubber,3
ID_CtiGF9_Feb,Feb,3028.793,2593.178,2483.2305,2284.1267,2566.9326,3701.2588,4276.8843,3930.406,4677.72,1389.8032,3258.124,2178.9226,Rubber,3
ID_vSC6S0_Feb,Feb,2535.8196,2204.3438,2039.5325,1777.4779,2015.8528,2903.441,3329.0012,3114.9517,3614.2112,1253.0143,2481.5767,1671.4337,Rubber,3
ID_juA1qu_Feb,Feb,2809.9146,2417.137,2224.1226,2016.9515,2131.0828,2790.2969,3138.2695,2867.6436,3344.2227,1279.7104,2318.3052,1723.2118,Rubber,3
ID_WbfzqP_Feb,Feb,2722.9363,2475.051,2351.232,2089.1624,2414.0496,3632.1912,4228.858,4000.9055,4665.449,1354.5251,3265.7363,2101.8508,Rubber,3
ID_awFz9P_Feb,Feb,4874.2666,4434.1387,4272.616,4312.3013,4334.8237,4834.7124,5192.594,4699.1953,5381.631,2180.9824,3838.8828,2941.6702,Rubber,3
ID_vzQByY_Feb,Feb,6337.865,6424.7515,6372.445,6745.718,6615.2803,7080.3354,7529.818,6978.1797,7825.964,2205.589,5811.0825,4054.416,Rubber,3
ID_fPsSH1_Feb,Feb,2627.9084,2291.9253,2164.584,1865.9512,2165.539,3643.348,4395.292,4131.052,4840.3047,1336.418,3138.6555,1918.8293,Palm,2
ID_WkqqpP_Feb,Feb,2503.7083,2187.3042,1948.2184,1688.5314,1766.0472,2328.0754,2599.2415,2445.816,2718.8127,1179.5509,1815.2772,1358.7416,Rubber,3
ID_B3cNSN_Feb,Feb,2492.8147,2176.4255,2063.0288,1745.2891,2133.1443,3563.689,4204.98,3939.7405,4606.811,1343.975,2889.3223,1804.8658,Rubber,3
ID_AOXGtg_Feb,Feb,3068.2112,2738.004,2609.0664,2385.3794,2613.1604,3910.0466,4603.332,4289.9966,5020.5615,1384.1395,3444.7754,2347.1626,Palm,2
ID_O7zkIx_Feb,Feb,3832.6863,3782.798,3606.766,3492.5027,3584.7144,4482.119,5002.292,4785.1826,5305.065,1664.4755,3885.1997,2785.9873,Palm,2
ID_QEoo2M_Feb,Feb,3388.1726,3158.3806,3042.9612,2904.9893,3072.8413,4206.667,4834.6226,4494.232,5206.9033,1425.6593,3862.2114,2760.8938,Palm,2
ID_ruF5x8_Feb,Feb,6584.668,6947.1963,6906.564,7293.291,7194.102,7878.608,8451.2,8024.3213,8816.445,2419.23,6444.7573,4552.3286,Palm,2
ID_PNFDkc_Feb,Feb,4845.8574,4713.727,4628.07,4782.889,4758.7964,5406.846,5876.462,5406.05,6190.4746,1744.629,4982.556,3829.4307,Rubber,3
ID_Rggy9C_Feb,Feb,7086.36,7171.366,7187.3364,7694.33,7583.6123,8184.04,8752.915,8083.211,9117.813,2542.1345,6423.565,4512.947,Rubber,3
ID_bODCIp_Feb,Feb,4368.392,4246.16,4171.4595,4188.9824,4299.5273,5172.8755,5702.687,5352.431,6103.9062,1733.5443,4689.323,3344.3943,Cocoa,1
ID_Y5cr2p_Feb,Feb,2525.827,2166.8315,1912.8966,1664.8782,1703.3472,2154.6143,2391.431,2222.942,2476.3618,1162.2295,1625.4156,1282.2683,Palm,2
ID_LU7Kds_Feb,Feb,2871.493,2550.9236,2396.2122,2109.7727,2376.0916,3581.2168,4184.6333,3910.8628,4587.102,1359.5394,2916.03,1840.1672,Rubber,3
ID_F3Q3sN_Feb,Feb,3760.6147,3343.7263,3153.1765,3069.903,3104.025,3676.2488,4045.2654,3645.1604,4237.8965,1572.2633,2903.0188,2185.6975,Palm,2
ID_icW6Uh_Feb,Feb,6057.448,6300.4067,6182.648,6420.0864,6352.9517,6979.5293,7485.157,7184.654,7792.8066,2420.768,6122.5703,4557.768,Rubber,3
ID_X2umtM_Feb,Feb,4787.5396,4720.1475,4658.527,4722.896,4753.812,5686.0244,6287.324,5867.594,6683.386,1752.1499,5050.6953,3629.339,Rubber,3
ID_U3zr1R_Feb,Feb,5763.1846,5962.506,5898.857,6189.321,6077.3086,6683.3525,7188.417,6747.4297,7527.759,1957.9254,5954.15,4338.565,Rubber,3
ID_FtJCeP_Feb,Feb,2567.514,2213.4246,2010.9338,1720.9062,1883.1635,2794.0288,3254.21,3044.6128,3498.023,1236.2499,2250.5774,1511.91,Palm,2
ID_z36ejC_Feb,Feb,2980.3557,2668.2634,2541.6743,2298.2664,2568.3672,3741.0493,4353.2007,4053.9685,4761.6606,1396.8077,3213.9739,2082.7104,Rubber,3
ID_LNX1ie_Feb,Feb,2649.3298,2272.6423,2113.9766,1808.1676,2082.7732,3426.3938,4066.1072,3761.5667,4401.9736,1307.4325,2656.3179,1722.3845,Rubber,3
ID_ncIlJ6_Feb,Feb,7217.0825,7461.783,7464.733,7946.0723,7819.4126,8398.258,8939.745,8398.43,9266.479,2682.2468,6654.8774,4597.51,Rubber,3
ID_8eS7J4_Feb,Feb,3127.1313,2767.6394,2632.391,2429.2642,2644.2942,3605.9695,4263.2246,3969.042,4690.309,1409.0209,3517.2327,2321.506,Cocoa,1
ID_PDhaFO_Feb,Feb,2491.2502,2164.5981,2000.1873,1726.4395,1967.2926,2864.6963,3293.4822,3086.0159,3591.4668,1249.8528,2486.3865,1642.4114,Rubber,3
ID_6XvTsk_Feb,Feb,2529.1934,2206.0872,2010.6852,1729.99,1912.4156,2818.275,3246.921,3046.1526,3489.9634,1240.8281,2261.6528,1538.3448,Rubber,3
ID_KpByEq_Feb,Feb,6290.1255,6376.6807,6382.1025,6794.769,6673.8423,7382.3306,8016.724,7411.6787,8437.26,2102.0093,6480.6143,4712.2285,Palm,2
ID_gC36Yt_Feb,Feb,2556.8547,2259.5076,2015.1803,1767.326,1823.729,2325.3452,2568.4695,2426.551,2662.6416,1182.298,1816.521,1389.198,Rubber,3
ID_5xwTgS_Feb,Feb,3006.2002,2695.335,2564.459,2375.935,2574.7786,3741.9111,4375.7246,4068.8489,4754.133,1369.01,3505.1873,2386.8347,Palm,2
ID_a24Tfj_Feb,Feb,2904.6243,2491.233,2240.3613,2037.875,2074.7437,2502.218,2749.2507,2549.0095,2855.7246,1334.409,1922.0823,1562.0688,Palm,2
ID_2kvnhJ_Feb,Feb,5335.228,5459.8237,5444.045,5705.931,5577.3804,6456.4043,7127.164,6750.4946,7562.4375,1793.9084,6158.4355,4650.138,Rubber,3
ID_3fk0yO_Feb,Feb,6329.7427,6300.54,6298.1846,6697.33,6594.3174,7151.2344,7661.232,7026.902,8015.413,2165.5083,6021.4697,4303.7334,Rubber,3
ID_6h8R7N_Feb,Feb,4733.531,4745.4824,4522.85,4557.737,4434.431,4787.687,5101.5977,4823.478,5289.8853,1649.7362,4062.5352,2929.022,Rubber,3
ID_AMdQaF_Feb,Feb,7524.5815,7748.6714,7748.086,8269.246,8092.0537,8551.586,9015.649,8465.977,9317.959,2661.7302,6231.7803,4251.5757,Rubber,3
ID_YvRAtY_Feb,Feb,3044.9036,2826.7854,2615.6848,2413.5112,2486.0469,3217.2048,3618.712,3426.8523,3838.8936,1291.5525,2789.1433,2009.6589,Rubber,3
ID_2WouGK_Feb,Feb,3147.24,2925.846,2839.277,2632.386,2924.4517,4380.927,5117.252,4775.6084,5585.0566,1430.1261,3993.9226,2726.2349,Rubber,3
ID_UZA6l4_Feb,Feb,2651.749,2329.9485,2221.131,1911.2756,2250.2795,3771.0142,4499.3916,4210.7437,4931.292,1357.409,3150.182,1933.9954,Rubber,3
